nom|prix|etoile|avis
Les Marronniers|2|4|Restaurant très bon,serveurs très agréables,desserts aussi délicieux que les plats restaurant à ne pas rater dans le marais.à noter:Mon magret savoureux est à goûter d urgence ainsi que le gratin chicken run
Les Marronniers|2|4|José Bové burger !
Les Marronniers|2|1|Les Marroniers
Les Marronniers|2|2|Au Marronniers, niveau nourriture on retrouve une carte de brasserie traditionnelle, salades césare, burgers, filet de boeuf... Le rapport qualité prix est correct. Il faut quand même aimer les endroits bruyants et plein à craquer. Il ne faut pas non plus être pressé car les serveurs sont souvent débordés. Je n'ai pas encore essayé le Brunch du dimanche qui a la réputation d'être assez bon et copieux.
Les Marronniers|2|3|Pour le brunch, le déjeuner ou le diner, vous vous régalerez aux Marronniers, et l'ambiance du Marais et de l'Hôtel de Ville à deux pas se concentrent dans ce restaurant. La terrasse est grande et peut donc accueillir beaucoup de monde mais l'intérieur et la salle du 1er sont aussi super cool. Le service est nickel même pendant les coups de speed, demandez un peu plus de sauce, un peu d'huile d'olive ou beaucoup de ce que vous voulez, on vous l'apportera dans la minute et avec le sourire.
Les Marronniers|2|4|Nous étions un groupe de 13 et nous nous sommes mis à l'étage. Il n'y avait personne. J'ai trouvé la déco vraiment sympa (même dans les toilettes). J'ai pris un diabolo grenadine que j'ai trouvé excellent. Je sais c'est con ça reste un diabolo mais il était vraiment très bon. Bon mais assez cher : 4,5 euros. Les prix sont plutôt élevés aux Marronniers. Sans que ce soit vraiment justifié d'ailleurs. La serveuse a bien eu du courage de monter nos consos (d'ailleurs elle a fait tomber les tasses au retour en bas, désolé madame).Alors certes ça reste un peu chéros mais le cadre est vraiment sympa et à part les tarifs rien ne m'a déçu. A retester.
Les Marronniers|2|4|Le bonheur de se poser simplement en terrasse, de siroter une bouteille de sancerre, grignoter un truc, de potentiellement diner et surtout matter la procession et déhancher de la faune locale.tout simplement !
Les Marronniers|2|5|Tout est bon sur leur menu, j'adore les salades et leur service sympa. A ne pas rater: le moelleux au chocolat!!
Maison Blanche|4|4|Voir toutes les photos de Morgan A. sur Maison Blanche
Maison Blanche|4|3|Foie gras et homard bien, lotte et turbo ok dessert caramel et fondant au chocolat tes bien aussi. Rien à dire sur le repas vraiment bien. Mais à 650euros à 4 avec verre de vin et champagne en apéritif, on s attend à un service de bonne qualité !!! Et non pas terrible.Belle vue, belle salle belle terrasse....Mais à ce prix un roof top de palace parisien est au même prix avec un service au top.
Maison Blanche|4|3|Voir toutes les photos de Lena P. sur Maison Blanche
Maison Blanche|4|5|Burrata mozza
Maison Blanche|4|4|Un restaurant très chic, un service très attentif, les plats sont très bons. La vue sur Paris y est magnifique
Maison Blanche|4|2|"Mon avis se base surtout sur le coté nocturne de la Maison Blanche , faute d'avoir tester le restaurant . Mhh que dire ? Musique généraliste - électro - à t'abrutir , moyenne d'âge 35 ans , du beau monde , 20euros le verre pour un vodka-redbull , tout le monde se regarde en chien de faîence , y'a un coté ""sélection financière"" qui me tape sur le système . Bref , FUYEZ"
Maison Blanche|4|2|la vue est belle, le patio intérieur très agréable l'été, le cadre agréable (mais c'est un peu bas de plafond en haut) ; néanmoins ne comptez pas y faire un repas mémorable ; c'est gentiment correct.une grosse déception compte tenu des tarifs A noter toutefois un patio très agréable en été
Maison Blanche|4|3|"Un des endroits les plus originaux dans lesquels j'ai eu l'occasion de sortir de nuit.Alors que la journée la Maison Blanche est un restaurant... elle se transforme la nuit en lieu de fête.Autant le dire, l'ambiance est assez ""m'a tu vu"" ... Témoin de l'élitisme du lieu, vous ne pourrais rejoindre la salle située au tout dernier étage de l'immeuble de l'avenue Marceau que par un ascenseur des plus minuscules...Arrivés en haut, vous pourrez profiter de la vue magnifique de Paris et de sa Tour Eiffel grace à l'énorme baie vitrée qui parcoure toute la longueur de la salle...Reste que l'ambiance est très chic, et que les prix des consommations collent avec cet esprit là..."
Maison Blanche|4|4|Pour le resto je sais pas mais pour le Club:Apparemment l'un des coins IN du moment! Bonne réputation, intérieur chic et bonne ambiance. Club très select réservation ou guestlist indispensable : il devrait se décoincer un peu et ce serait encore mieux! Mais bon on va pas se plaindre le son déchire et il n'y a que du bô monde!
Maison Blanche|4|4|Mythique adresse parisienne supervisé par les Frères Pourcels:Agréable salle et vue magnifique sur Paris.Cuisine simple/créative de qualitéDessert DIVINS ! Service correcte
H.A.N.D|2|4|"Enfin un diner où l'on n'est pas serré comme des sardines ! Pas d'attente pour s'asseoir à une table, un gérant sympathique (mais serveuses un peu molles du genou, on ne va pas se mentir). Ambiance cool et plutôt animée. On voit de tout : des couples, des bandes d'amis. Point positif : aucun malaise que l'on peut ressentir dans les restaurants à burger un peu ""branchouilles"". Mes amis souhaitaient partir sur du vin, et clairement le chardonnay version californien est à fuir. Je ne sais pas s'il était bouchonné ou aromatisé mais mieux vaut opter pour n'importe quel autre vin ou plus simplement de la bière. La carte est assez large sans pour autant donner le tournis. Côté starter, les nachos sont un peu épicés mais ça reste acceptable et savoureux. Par contre il faut vraiment avoir du courage car c'est une plâtrée qui vous sera servie, une entrée à partager à deux voire trois. Rien à dire sur le guacamole, mais les nachos au fromage fondu sont un peu décevants. Passé la première couche de nachos (effectivement recouverte de fromage sur toute sa surface), il faut réussir à s'enfiler tout le reste, dépourvu de fromage, donc forcément moins sympa. Pour le burger (et non je n'était pas venue ici pour prendre un tartare hein), je n'ai pas voulu prendre de risques et j'ai choisi un bacon cheese, en m'accordant un supplément oeuf. Chaque burger est servi avec 2 accompagnement au choix, j'ai opté pour frite et coleslaw. Rien à dire sur le burger, cuisson parfaite de la viande, accompagnement au poil, bacon bien présent et fromage délicieux. J'ai particulièrement apprécié le fait qu'il ne se mange pas en deux ou trois bouchées comme dans certains restaurants spécialisés burger. Chez Hand le burger est large, consistant, voilà qui fait plaisir. Les frites sont faites maison apparemment, quant au coleslaw, ma foi, je n'avais plus assez de place de ventre après 2 bouchées. Bien évidemment je n'ai donc pas pu tester les desserts, dommage, la prochaine fois j'essayerai d'avoir les yeux moins gros que le ventre. Un petit peu plus cher que les autres diners, mais forcément le vin fait grimper l'addition très vite. Avec un burger/frite à 13euros en moyenne et un starter à partager (entre 2 et 4 euros par personne donc) plus une bière, j'imagine que l'on doit tourner autour des 20euros."
H.A.N.D|2|3|Dans un quartier principalement trusté par les restaurants asiatiques, notamment japonais, c'est un peu surprenant de trouver ce restaurant de burgers. Néanmoins il s'agit là d'une bonne alternative.Vraiment convaincu par les assiettes, les burgers y sont très bons. Le buns brioché est pas mal, la viande est goûteuse, fromage et bacon apportent de belles saveurs à l'ensemble. Les frites maison sont bonnes et le coleshow est parfait. Et surtout l'assiette est généreuse, ça fait plaisir ! 14 euros le bacon cheese burger, pas donné, mais qui justifie la générosité.En revanche, je n'apprécie pas spécialement le lieu et le service. Les serveuses ont l'air d'être stone et pas pressées, le patron plutôt sympa semble tout de même blasé. Quand au cadre, au premier abord cool avec tous ces éléments dépareillés d'origine diverses et vintage, je le trouve plutôt quelconque finalement. L'agencement de la salle est assez mal foutu. Ca manque de place, de chaleur et d'homogénéité.Quant à la carte, elle est très fournie au premier coup d'oeil, mais finalement on regrette un peu le manque de variété des burgers justement.En définitive, un bon spot pour manger un bon burger, que j'aurais plaisir à refaire.
H.A.N.D|2|3|Milkshake beurre de cacahouète  Frite, tacos cheese et guacamole~
H.A.N.D|2|4|A tester ! Très bon burgers, coleslaw au top et ambiance très sympa. Une bonne adresse à prix raisonnable pour le quartier !
H.A.N.D|2|2|"Déco sympa, mais accueil froid par un propriétaire grincheux (hélas dans ce resto ""américain"" le service reste bel et bien parisien) et prix astronomiques pour des plats moyens: les pancakes n'étaient clairement pas frais et dignes de chez Picard. Bref, OK pour un café. Autrement, passez votre chemin."
H.A.N.D|2|4|M'dam Burger
H.A.N.D|2|4|Déco vraiment original ; simple mais efficace. Carte hyper alléchante et généreuse. Mention spéciale pour l'excellent guacamole et coleslaw maison ! La tarte oignons champignons vraiment d'un goût agréable tout comme le burger cheese bacon. Gros bémol pour la serveuse d'un manque de professionnalisme criant qui pense qu'elle sert des clients comme si elle servait ses amis ... Dommage car elle vient apporter un point négatif au bon moment passé dans ce restaurant ...
H.A.N.D|2|3|Une adresse feutrée, une carte variée avec gourmets burgers et autres alternatives plus light (assiettes veggies bios, soupes du jour)Bon sans plus, on apprécierait un service plus rapide.
H.A.N.D|2|2|C'est un avis de longue date et d'après ce que j'ai compris il y a pas mal de changement alors je tacherais de le remettre a jour si j'y repasse. La question est : Se sont ils aligné sur la qualité des enseignes burger du moment ou font ils dans la facilité style HD Diner ?05/06/2011 13:28J'ai pris un Farmer Buger,le capuchon de mon hamburger était trop cuit, le poulet pané était vraiment bon mais un peu trop cuit aussi, le Coleslaw était parfait, les frites bonnes mais sans plus, je ne pense pas que ca soit du fait maison. La fille nous a pris la tête parce qu'il faut absolument payer au minimum 15euros pour faire une carte bleu...J'ai trouvé ca sans plus, je m'attendais a beaucoup mieux.
H.A.N.D|2|4|"Le HAND a été testé dans le cadre de notre ""marathon burger""La deco sympa, le personnel très occupé parce que c'est plein, mais pro, donc ça se passe bien.Au menu : Bacon Burger et cheeseglobalement BON !ensuite, le pain est un peu sec et les frites très palotes et pas inoubliables du tout.En accompagnement, on peut troquer ses frites contre une part de galette de patate, ça vaut le détour quand même. Au moins 1 fois :)Le coleslaw est une très bonne surprise, avec des petits raisins secs dedans, miam.je ne suis pas fan des cup cake du tout, et bien celui la m'a quelque peu réconcilié avec ses congénères.Allé op' 4 étoiles, c'est la rentré, élan de générosité.Bref, Le mieux c'est d'y retourner."
Restaurant Godjo|2|5|Cuisine conviviale, très bonne, un peu épicé et ça fait du bien de manger avec les doigts dans un restaurant !Plat copieux, cocktail très très bon.La déco est assez sobre, service très sympa, menu avec l'histoire du nom des plats éthiopien. Typique.A faire les yeux fermée si vous voulez manger éthiopien
Restaurant Godjo|2|3|Voir toutes les photos de Jennifer B. sur Restaurant Godjo
Restaurant Godjo|2|3|Godjo c'est cool mais c'est un peu le bordel... Je reste un peu mitigée vis à vis de mon repas là bas car Il faut vraiment être patient, et ne pas avoir peur de la promiscuité.J'avais vraiment envie d'y manger depuis un bon moment, et j'ai profité d'aller boire un verre dans le coin pour y trainer mes copains. Nous avions réservé pour 3, mais notre table n'était pas prête (les clients d'avant nous étant toujours en train de manger...) nous avons attendu dans la salle. Attention c'est très très petit, au moindre faux mouvement vous pouvez vous retrouver soit sur la table du voisin soit dans l'escalier...Nous avons fini par obtenir notre table en sous sol après 20min d'attente. Et ensuite on a attendu pour que quelqu'un vienne nettoyer notre table, pour avoir la carte, pour commander à boire, pour avoir à boire, pour commander à manger etc. Tout est extrêmement LONG et au bout d'un moment c'est tout simplement pénible de passer sa soirée à attendre.J'ai commandé l'assortiment végétarien, tandis que mes 2 copains ont choisis celui avec de la viande. Je savais que nous allions manger avec les mains, aucun soucis de ce côté là, par contre je ne pensais pas que mon repas végé serait servi dans le même plat que mes copains mangeant de la viande.... Et ça c'était un peu pénible... Concernant mon repas en tant que tel (la luminosité de la salle du bas était tellement faible que c'était compliqué de savoir ce qu'il y avait dans l'assiette) : c'était bon , les quantités sont généreuses mais pas de saveurs particulières à signaler.
